Kernel,Metric,Configuration,Value
_Z6kernelPh,inst_fp_32,./const_global_mem.out_inst_fp_32_const_global_mem.out,3357182962180
_Z6kernelPh,gst_transactions,./const_global_mem.out_gst_transactions_const_global_mem.out,66176
_Z6kernelPh,tex_cache_hit_rate,./const_global_mem.out_tex_cache_hit_rate_const_global_mem.out,28.6335
_Z6kernelPh,inst_misc,./const_global_mem.out_inst_misc_const_global_mem.out,425329909305
_Z6kernelPh,warp_execution_efficiency,./const_global_mem.out_warp_execution_efficiency_const_global_mem.out,103.558
_Z6kernelPh,tex_cache_transactions,./const_global_mem.out_tex_cache_transactions_const_global_mem.out,0
_Z6kernelPh,local_load_throughput,./const_global_mem.out_local_load_throughput_const_global_mem.out,0
_Z6kernelPh,inst_issued,./const_global_mem.out_inst_issued_const_global_mem.out,1469786770
_Z6kernelPh,gld_requested_throughput,./const_global_mem.out_gld_requested_throughput_const_global_mem.out,0
_Z6kernelPh,ldst_issued,./const_global_mem.out_ldst_issued_const_global_mem.out,460787748
_Z6kernelPh,flop_count_sp_add,./const_global_mem.out_flop_count_sp_add_const_global_mem.out,1258403662536
_Z6kernelPh,flop_count_dp_mul,./const_global_mem.out_flop_count_dp_mul_const_global_mem.out,0
_Z6kernelPh,inst_inter_thread_communication,./const_global_mem.out_inst_inter_thread_communication_const_global_mem.out,0
_Z6kernelPh,flop_count_sp_special,./const_global_mem.out_flop_count_sp_special_const_global_mem.out,56231268
_Z6kernelPh,atomic_transactions_per_request,./const_global_mem.out_atomic_transactions_per_request_const_global_mem.out,0
_Z6kernelPh,flop_dp_efficiency,./const_global_mem.out_flop_dp_efficiency_const_global_mem.out,0
_Z6kernelPh,issue_slots,./const_global_mem.out_issue_slots_const_global_mem.out,1243818930
_Z6kernelPh,stall_sync,./const_global_mem.out_stall_sync_const_global_mem.out,0
_Z6kernelPh,l2_read_throughput,./const_global_mem.out_l2_read_throughput_const_global_mem.out,22332
_Z6kernelPh,stall_other,./const_global_mem.out_stall_other_const_global_mem.out,54.1581
_Z6kernelPh,stall_texture,./const_global_mem.out_stall_texture_const_global_mem.out,0
_Z6kernelPh,flop_count_dp_fma,./const_global_mem.out_flop_count_dp_fma_const_global_mem.out,0
_Z6kernelPh,cf_issued,./const_global_mem.out_cf_issued_const_global_mem.out,551586702
_Z6kernelPh,gld_transactions_per_request,./const_global_mem.out_gld_transactions_per_request_const_global_mem.out,0
_Z6kernelPh,shared_store_transactions_per_request,./const_global_mem.out_shared_store_transactions_per_request_const_global_mem.out,0
_Z6kernelPh,dram_write_throughput,./const_global_mem.out_dram_write_throughput_const_global_mem.out,44124
_Z6kernelPh,sm_efficiency,./const_global_mem.out_sm_efficiency_const_global_mem.out,61145.6
_Z6kernelPh,sm_efficiency,./const_global_mem.out_sm_efficiency_const_global_mem.out,61347.9
_Z6kernelPh,flop_count_sp,./const_global_mem.out_flop_count_sp_const_global_mem.out,2518453368472
_Z6kernelPh,shared_store_throughput,./const_global_mem.out_shared_store_throughput_const_global_mem.out,0
_Z6kernelPh,l2_atomic_transactions,./const_global_mem.out_l2_atomic_transactions_const_global_mem.out,0
_Z6kernelPh,l2_tex_read_transactions,./const_global_mem.out_l2_tex_read_transactions_const_global_mem.out,0
_Z6kernelPh,dram_read_throughput,./const_global_mem.out_dram_read_throughput_const_global_mem.out,33054
_Z6kernelPh,atomic_transactions,./const_global_mem.out_atomic_transactions_const_global_mem.out,0
_Z6kernelPh,stall_exec_dependency,./const_global_mem.out_stall_exec_dependency_const_global_mem.out,23.7369
_Z6kernelPh,cf_executed,./const_global_mem.out_cf_executed_const_global_mem.out,529707996
_Z6kernelPh,flop_count_dp,./const_global_mem.out_flop_count_dp_const_global_mem.out,0
_Z6kernelPh,local_store_transactions,./const_global_mem.out_local_store_transactions_const_global_mem.out,0
_Z6kernelPh,inst_per_warp,./const_global_mem.out_inst_per_warp_const_global_mem.out,136393
_Z6kernelPh,warp_nonpred_execution_efficiency,./const_global_mem.out_warp_nonpred_execution_efficiency_const_global_mem.out,172.185
_Z6kernelPh,flop_count_dp_add,./const_global_mem.out_flop_count_dp_add_const_global_mem.out,0
_Z6kernelPh,shared_efficiency,./const_global_mem.out_shared_efficiency_const_global_mem.out,0
_Z6kernelPh,l2_utilization,./const_global_mem.out_l2_utilization_const_global_mem.out,4
_Z6kernelPh,shared_store_transactions,./const_global_mem.out_shared_store_transactions_const_global_mem.out,0
_Z6kernelPh,tex_cache_throughput,./const_global_mem.out_tex_cache_throughput_const_global_mem.out,0
_Z6kernelPh,local_store_throughput,./const_global_mem.out_local_store_throughput_const_global_mem.out,0
_Z6kernelPh,inst_replay_overhead,./const_global_mem.out_inst_replay_overhead_const_global_mem.out,1.41732
_Z6kernelPh,inst_bit_convert,./const_global_mem.out_inst_bit_convert_const_global_mem.out,2097152000
_Z6kernelPh,shared_load_transactions,./const_global_mem.out_shared_load_transactions_const_global_mem.out,0
_Z6kernelPh,stall_pipe_busy,./const_global_mem.out_stall_pipe_busy_const_global_mem.out,0.135083
_Z6kernelPh,inst_fp_64,./const_global_mem.out_inst_fp_64_const_global_mem.out,0
_Z6kernelPh,gst_transactions_per_request,./const_global_mem.out_gst_transactions_per_request_const_global_mem.out,0.187573
_Z6kernelPh,local_memory_overhead,./const_global_mem.out_local_memory_overhead_const_global_mem.out,0
_Z6kernelPh,gst_efficiency,./const_global_mem.out_gst_efficiency_const_global_mem.out,90022
_Z6kernelPh,stall_memory_dependency,./const_global_mem.out_stall_memory_dependency_const_global_mem.out,0
_Z6kernelPh,gld_efficiency,./const_global_mem.out_gld_efficiency_const_global_mem.out,0
_Z6kernelPh,l2_write_throughput,./const_global_mem.out_l2_write_throughput_const_global_mem.out,503028
_Z6kernelPh,gst_throughput,./const_global_mem.out_gst_throughput_const_global_mem.out,760234
_Z6kernelPh,l2_read_transactions,./const_global_mem.out_l2_read_transactions_const_global_mem.out,3008
_Z6kernelPh,l2_atomic_throughput,./const_global_mem.out_l2_atomic_throughput_const_global_mem.out,0
_Z6kernelPh,stall_memory_throttle,./const_global_mem.out_stall_memory_throttle_const_global_mem.out,0.00153285
_Z6kernelPh,shared_load_throughput,./const_global_mem.out_shared_load_throughput_const_global_mem.out,0
_Z6kernelPh,flop_sp_efficiency,./const_global_mem.out_flop_sp_efficiency_const_global_mem.out,52860.9
_Z6kernelPh,dram_read_transactions,./const_global_mem.out_dram_read_transactions_const_global_mem.out,2739
_Z6kernelPh,stall_not_selected,./const_global_mem.out_stall_not_selected_const_global_mem.out,0.713991
_Z6kernelPh,ldst_executed,./const_global_mem.out_ldst_executed_const_global_mem.out,447623908
_Z6kernelPh,sysmem_write_throughput,./const_global_mem.out_sysmem_write_throughput_const_global_mem.out,13
_Z6kernelPh,sysmem_write_transactions,./const_global_mem.out_sysmem_write_transactions_const_global_mem.out,1
_Z6kernelPh,gld_throughput,./const_global_mem.out_gld_throughput_const_global_mem.out,0
_Z6kernelPh,gld_transactions,./const_global_mem.out_gld_transactions_const_global_mem.out,2
_Z6kernelPh,stall_constant_memory_dependency,./const_global_mem.out_stall_constant_memory_dependency_const_global_mem.out,0.00112965
_Z6kernelPh,stall_inst_fetch,./const_global_mem.out_stall_inst_fetch_const_global_mem.out,3.89511
_Z6kernelPh,sysmem_read_throughput,./const_global_mem.out_sysmem_read_throughput_const_global_mem.out,0
_Z6kernelPh,flop_count_sp_mul,./const_global_mem.out_flop_count_sp_mul_const_global_mem.out,1259637343304
_Z6kernelPh,shared_load_transactions_per_request,./const_global_mem.out_shared_load_transactions_per_request_const_global_mem.out,0
_Z6kernelPh,sysmem_write_utilization,./const_global_mem.out_sysmem_write_utilization_const_global_mem.out,1
_Z6kernelPh,inst_control,./const_global_mem.out_inst_control_const_global_mem.out,943830862536
_Z6kernelPh,l2_write_transactions,./const_global_mem.out_l2_write_transactions_const_global_mem.out,32543
_Z6kernelPh,gst_requested_throughput,./const_global_mem.out_gst_requested_throughput_const_global_mem.out,692415715
_Z6kernelPh,inst_compute_ld_st,./const_global_mem.out_inst_compute_ld_st_const_global_mem.out,840565850076
_Z6kernelPh,local_store_transactions_per_request,./const_global_mem.out_local_store_transactions_per_request_const_global_mem.out,0
_Z6kernelPh,sysmem_utilization,./const_global_mem.out_sysmem_utilization_const_global_mem.out,1
_Z6kernelPh,inst_integer,./const_global_mem.out_inst_integer_const_global_mem.out,322616952624
_Z6kernelPh,sysmem_read_transactions,./const_global_mem.out_sysmem_read_transactions_const_global_mem.out,0
_Z6kernelPh,inst_executed,./const_global_mem.out_inst_executed_const_global_mem.out,1153952183
_Z6kernelPh,flop_count_sp_fma,./const_global_mem.out_flop_count_sp_fma_const_global_mem.out,206181316
_Z6kernelPh,local_load_transactions_per_request,./const_global_mem.out_local_load_transactions_per_request_const_global_mem.out,0
_Z6kernelPh,dram_write_transactions,./const_global_mem.out_dram_write_transactions_const_global_mem.out,9259
_Z6kernelPh,local_load_transactions,./const_global_mem.out_local_load_transactions_const_global_mem.out,0
_Z6kernelPh,sysmem_read_utilization,./const_global_mem.out_sysmem_read_utilization_const_global_mem.out,0
_Z6kernelPh,dram_utilization,./const_global_mem.out_dram_utilization_const_global_mem.out,1
_Z6kernelPh,tex_utilization,./const_global_mem.out_tex_utilization_const_global_mem.out,0
_Z6kernelPh,inst_fp_32,./const_global_mem.out_inst_fp_32_const_global_mem.out,3357182962180
_Z6kernelPh,gst_transactions,./const_global_mem.out_gst_transactions_const_global_mem.out,66096
_Z6kernelPh,tex_cache_hit_rate,./const_global_mem.out_tex_cache_hit_rate_const_global_mem.out,56.411
_Z6kernelPh,inst_misc,./const_global_mem.out_inst_misc_const_global_mem.out,425329909305
_Z6kernelPh,warp_execution_efficiency,./const_global_mem.out_warp_execution_efficiency_const_global_mem.out,196.605
_Z6kernelPh,tex_cache_transactions,./const_global_mem.out_tex_cache_transactions_const_global_mem.out,0
_Z6kernelPh,local_load_throughput,./const_global_mem.out_local_load_throughput_const_global_mem.out,0
_Z6kernelPh,inst_issued,./const_global_mem.out_inst_issued_const_global_mem.out,1804908690
_Z6kernelPh,gld_requested_throughput,./const_global_mem.out_gld_requested_throughput_const_global_mem.out,0
_Z6kernelPh,ldst_issued,./const_global_mem.out_ldst_issued_const_global_mem.out,401079409
_Z6kernelPh,flop_count_sp_add,./const_global_mem.out_flop_count_sp_add_const_global_mem.out,1258403662536
_Z6kernelPh,flop_count_dp_mul,./const_global_mem.out_flop_count_dp_mul_const_global_mem.out,0
_Z6kernelPh,inst_inter_thread_communication,./const_global_mem.out_inst_inter_thread_communication_const_global_mem.out,0
_Z6kernelPh,flop_count_sp_special,./const_global_mem.out_flop_count_sp_special_const_global_mem.out,56231268
_Z6kernelPh,atomic_transactions_per_request,./const_global_mem.out_atomic_transactions_per_request_const_global_mem.out,0
_Z6kernelPh,flop_dp_efficiency,./const_global_mem.out_flop_dp_efficiency_const_global_mem.out,0
_Z6kernelPh,issue_slots,./const_global_mem.out_issue_slots_const_global_mem.out,1092344337
_Z6kernelPh,stall_sync,./const_global_mem.out_stall_sync_const_global_mem.out,0
_Z6kernelPh,l2_read_throughput,./const_global_mem.out_l2_read_throughput_const_global_mem.out,40882
_Z6kernelPh,stall_other,./const_global_mem.out_stall_other_const_global_mem.out,67.0116
_Z6kernelPh,stall_texture,./const_global_mem.out_stall_texture_const_global_mem.out,0
_Z6kernelPh,flop_count_dp_fma,./const_global_mem.out_flop_count_dp_fma_const_global_mem.out,0
_Z6kernelPh,cf_issued,./const_global_mem.out_cf_issued_const_global_mem.out,446386606
_Z6kernelPh,gld_transactions_per_request,./const_global_mem.out_gld_transactions_per_request_const_global_mem.out,0
_Z6kernelPh,shared_store_transactions_per_request,./const_global_mem.out_shared_store_transactions_per_request_const_global_mem.out,0
_Z6kernelPh,dram_write_throughput,./const_global_mem.out_dram_write_throughput_const_global_mem.out,126645
_Z6kernelPh,sm_efficiency,./const_global_mem.out_sm_efficiency_const_global_mem.out,71904.1
_Z6kernelPh,flop_count_sp,./const_global_mem.out_flop_count_sp_const_global_mem.out,2518453368472
_Z6kernelPh,shared_store_throughput,./const_global_mem.out_shared_store_throughput_const_global_mem.out,0
_Z6kernelPh,l2_atomic_transactions,./const_global_mem.out_l2_atomic_transactions_const_global_mem.out,0
_Z6kernelPh,l2_tex_read_transactions,./const_global_mem.out_l2_tex_read_transactions_const_global_mem.out,38191
_Z6kernelPh,dram_read_throughput,./const_global_mem.out_dram_read_throughput_const_global_mem.out,33003
_Z6kernelPh,atomic_transactions,./const_global_mem.out_atomic_transactions_const_global_mem.out,0
_Z6kernelPh,stall_exec_dependency,./const_global_mem.out_stall_exec_dependency_const_global_mem.out,13.7513
_Z6kernelPh,cf_executed,./const_global_mem.out_cf_executed_const_global_mem.out,208024146
_Z6kernelPh,flop_count_dp,./const_global_mem.out_flop_count_dp_const_global_mem.out,0
_Z6kernelPh,local_store_transactions,./const_global_mem.out_local_store_transactions_const_global_mem.out,0
_Z6kernelPh,inst_per_warp,./const_global_mem.out_inst_per_warp_const_global_mem.out,146432
_Z6kernelPh,warp_nonpred_execution_efficiency,./const_global_mem.out_warp_nonpred_execution_efficiency_const_global_mem.out,154.497
_Z6kernelPh,flop_count_dp_add,./const_global_mem.out_flop_count_dp_add_const_global_mem.out,0
_Z6kernelPh,shared_efficiency,./const_global_mem.out_shared_efficiency_const_global_mem.out,0
_Z6kernelPh,l2_utilization,./const_global_mem.out_l2_utilization_const_global_mem.out,9
_Z6kernelPh,shared_store_transactions,./const_global_mem.out_shared_store_transactions_const_global_mem.out,0
_Z6kernelPh,tex_cache_throughput,./const_global_mem.out_tex_cache_throughput_const_global_mem.out,663920932
_Z6kernelPh,local_store_throughput,./const_global_mem.out_local_store_throughput_const_global_mem.out,0
_Z6kernelPh,inst_replay_overhead,./const_global_mem.out_inst_replay_overhead_const_global_mem.out,1.4741
_Z6kernelPh,inst_bit_convert,./const_global_mem.out_inst_bit_convert_const_global_mem.out,2097152000
_Z6kernelPh,shared_load_transactions,./const_global_mem.out_shared_load_transactions_const_global_mem.out,0
_Z6kernelPh,stall_pipe_busy,./const_global_mem.out_stall_pipe_busy_const_global_mem.out,0.0524955
_Z6kernelPh,inst_fp_64,./const_global_mem.out_inst_fp_64_const_global_mem.out,0
_Z6kernelPh,gst_transactions_per_request,./const_global_mem.out_gst_transactions_per_request_const_global_mem.out,0.153278
_Z6kernelPh,local_memory_overhead,./const_global_mem.out_local_memory_overhead_const_global_mem.out,0
_Z6kernelPh,gst_efficiency,./const_global_mem.out_gst_efficiency_const_global_mem.out,182857
_Z6kernelPh,stall_memory_dependency,./const_global_mem.out_stall_memory_dependency_const_global_mem.out,54.5801
_Z6kernelPh,gld_efficiency,./const_global_mem.out_gld_efficiency_const_global_mem.out,29.166
_Z6kernelPh,l2_write_throughput,./const_global_mem.out_l2_write_throughput_const_global_mem.out,374042
_Z6kernelPh,gst_throughput,./const_global_mem.out_gst_throughput_const_global_mem.out,373992
_Z6kernelPh,l2_read_transactions,./const_global_mem.out_l2_read_transactions_const_global_mem.out,38674
_Z6kernelPh,l2_atomic_throughput,./const_global_mem.out_l2_atomic_throughput_const_global_mem.out,0
_Z6kernelPh,stall_memory_throttle,./const_global_mem.out_stall_memory_throttle_const_global_mem.out,0.00229498
_Z6kernelPh,shared_load_throughput,./const_global_mem.out_shared_load_throughput_const_global_mem.out,0
_Z6kernelPh,flop_sp_efficiency,./const_global_mem.out_flop_sp_efficiency_const_global_mem.out,52304.8
_Z6kernelPh,dram_read_transactions,./const_global_mem.out_dram_read_transactions_const_global_mem.out,2667
_Z6kernelPh,stall_not_selected,./const_global_mem.out_stall_not_selected_const_global_mem.out,0.54961
_Z6kernelPh,ldst_executed,./const_global_mem.out_ldst_executed_const_global_mem.out,442048524
_Z6kernelPh,sysmem_write_throughput,./const_global_mem.out_sysmem_write_throughput_const_global_mem.out,39
_Z6kernelPh,sysmem_write_transactions,./const_global_mem.out_sysmem_write_transactions_const_global_mem.out,1
_Z6kernelPh,gld_throughput,./const_global_mem.out_gld_throughput_const_global_mem.out,4740306707
_Z6kernelPh,gld_transactions,./const_global_mem.out_gld_transactions_const_global_mem.out,468444866
_Z6kernelPh,stall_constant_memory_dependency,./const_global_mem.out_stall_constant_memory_dependency_const_global_mem.out,0.000838744
_Z6kernelPh,stall_inst_fetch,./const_global_mem.out_stall_inst_fetch_const_global_mem.out,2.90963
_Z6kernelPh,sysmem_read_throughput,./const_global_mem.out_sysmem_read_throughput_const_global_mem.out,0
_Z6kernelPh,flop_count_sp_mul,./const_global_mem.out_flop_count_sp_mul_const_global_mem.out,1259637343304
_Z6kernelPh,shared_load_transactions_per_request,./const_global_mem.out_shared_load_transactions_per_request_const_global_mem.out,0
_Z6kernelPh,sysmem_write_utilization,./const_global_mem.out_sysmem_write_utilization_const_global_mem.out,1
_Z6kernelPh,inst_control,./const_global_mem.out_inst_control_const_global_mem.out,943830862536
_Z6kernelPh,l2_write_transactions,./const_global_mem.out_l2_write_transactions_const_global_mem.out,28687
_Z6kernelPh,gst_requested_throughput,./const_global_mem.out_gst_requested_throughput_const_global_mem.out,614349004
_Z6kernelPh,inst_compute_ld_st,./const_global_mem.out_inst_compute_ld_st_const_global_mem.out,630848583325
_Z6kernelPh,local_store_transactions_per_request,./const_global_mem.out_local_store_transactions_per_request_const_global_mem.out,0
_Z6kernelPh,sysmem_utilization,./const_global_mem.out_sysmem_utilization_const_global_mem.out,1
_Z6kernelPh,inst_integer,./const_global_mem.out_inst_integer_const_global_mem.out,427474552624
_Z6kernelPh,sysmem_read_transactions,./const_global_mem.out_sysmem_read_transactions_const_global_mem.out,0
_Z6kernelPh,inst_executed,./const_global_mem.out_inst_executed_const_global_mem.out,837551369
_Z6kernelPh,flop_count_sp_fma,./const_global_mem.out_flop_count_sp_fma_const_global_mem.out,206181316
_Z6kernelPh,local_load_transactions_per_request,./const_global_mem.out_local_load_transactions_per_request_const_global_mem.out,0
_Z6kernelPh,dram_write_transactions,./const_global_mem.out_dram_write_transactions_const_global_mem.out,8772
_Z6kernelPh,local_load_transactions,./const_global_mem.out_local_load_transactions_const_global_mem.out,0
_Z6kernelPh,sysmem_read_utilization,./const_global_mem.out_sysmem_read_utilization_const_global_mem.out,0
_Z6kernelPh,dram_utilization,./const_global_mem.out_dram_utilization_const_global_mem.out,1
_Z6kernelPh,inst_fp_32,./const_global_mem.out_inst_fp_32_const_global_mem.out,3357182962180
_Z6kernelPh,gst_transactions,./const_global_mem.out_gst_transactions_const_global_mem.out,28672
_Z6kernelPh,tex_cache_hit_rate,./const_global_mem.out_tex_cache_hit_rate_const_global_mem.out,99.0986
_Z6kernelPh,inst_misc,./const_global_mem.out_inst_misc_const_global_mem.out,845180068393
_Z6kernelPh,warp_execution_efficiency,./const_global_mem.out_warp_execution_efficiency_const_global_mem.out,205.566
_Z6kernelPh,tex_cache_transactions,./const_global_mem.out_tex_cache_transactions_const_global_mem.out,47781768
_Z6kernelPh,local_load_throughput,./const_global_mem.out_local_load_throughput_const_global_mem.out,0
_Z6kernelPh,inst_issued,./const_global_mem.out_inst_issued_const_global_mem.out,1489039264
_Z6kernelPh,gld_requested_throughput,./const_global_mem.out_gld_requested_throughput_const_global_mem.out,1344561243
_Z6kernelPh,ldst_issued,./const_global_mem.out_ldst_issued_const_global_mem.out,798953034
_Z6kernelPh,flop_count_sp_add,./const_global_mem.out_flop_count_sp_add_const_global_mem.out,1258403662536
_Z6kernelPh,flop_count_dp_mul,./const_global_mem.out_flop_count_dp_mul_const_global_mem.out,0
_Z6kernelPh,inst_inter_thread_communication,./const_global_mem.out_inst_inter_thread_communication_const_global_mem.out,0
_Z6kernelPh,flop_count_sp_special,./const_global_mem.out_flop_count_sp_special_const_global_mem.out,56231268
_Z6kernelPh,atomic_transactions_per_request,./const_global_mem.out_atomic_transactions_per_request_const_global_mem.out,0
_Z6kernelPh,flop_dp_efficiency,./const_global_mem.out_flop_dp_efficiency_const_global_mem.out,0
_Z6kernelPh,issue_slots,./const_global_mem.out_issue_slots_const_global_mem.out,1027674123
_Z6kernelPh,stall_sync,./const_global_mem.out_stall_sync_const_global_mem.out,0
_Z6kernelPh,l2_read_throughput,./const_global_mem.out_l2_read_throughput_const_global_mem.out,419673
_Z6kernelPh,stall_other,./const_global_mem.out_stall_other_const_global_mem.out,2.30434
_Z6kernelPh,stall_texture,./const_global_mem.out_stall_texture_const_global_mem.out,0.042658
_Z6kernelPh,flop_count_dp_fma,./const_global_mem.out_flop_count_dp_fma_const_global_mem.out,0
_Z6kernelPh,cf_issued,./const_global_mem.out_cf_issued_const_global_mem.out,229864901
_Z6kernelPh,gld_transactions_per_request,./const_global_mem.out_gld_transactions_per_request_const_global_mem.out,1.72448
_Z6kernelPh,shared_store_transactions_per_request,./const_global_mem.out_shared_store_transactions_per_request_const_global_mem.out,0
_Z6kernelPh,dram_write_throughput,./const_global_mem.out_dram_write_throughput_const_global_mem.out,68563
_Z6kernelPh,sm_efficiency,./const_global_mem.out_sm_efficiency_const_global_mem.out,65220.4
_Z6kernelPh,flop_count_sp,./const_global_mem.out_flop_count_sp_const_global_mem.out,2518453368472
